,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0018788814544677735,0.0007394690287855764,0.003994131088256836,0.001233102888074705,1,1,1,uniform,"{'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",0.6666666666666666,0.6587301587301587,0.6984126984126984,0.6111111111111112,0.6031746031746031,64.76190476190476,0.03570546628318091,5440
1,0.0006584644317626954,0.0005520819382132825,0.0020839691162109373,0.003164643020360533,1,1,1,distance,"{'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'distance'}",0.6666666666666666,0.6587301587301587,0.6984126984126984,0.6111111111111112,0.6031746031746031,64.76190476190476,0.03570546628318091,5440
2,0.0009429931640625,0.0006493249599077355,0.00393829345703125,0.002848424905256759,1,1,2,uniform,"{'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}",0.6507936507936508,0.6666666666666666,0.6825396825396826,0.6428571428571429,0.6031746031746031,64.92063492063492,0.026749681819607497,5244
3,0.0014110088348388671,0.0004781664059385379,0.001389932632446289,0.0004726309126748444,1,1,2,distance,"{'leaf_size': 1, 'n_neighbors': 1, 'p': 2, 'weights': 'distance'}",0.6507936507936508,0.6666666666666666,0.6825396825396826,0.6428571428571429,0.6031746031746031,64.92063492063492,0.026749681819607497,5244
4,0.0003993988037109375,0.0004891649832004724,0.0008541107177734375,0.0010492554967034844,1,2,1,uniform,"{'leaf_size': 1, 'n_neighbors': 2, 'p': 1, 'weights': 'uniform'}",0.6587301587301587,0.6111111111111112,0.6507936507936508,0.6031746031746031,0.5238095238095238,60.95238095238095,0.04798798875501896,5636
5,0.003138160705566406,0.006276321411132813,0.0,0.0,1,2,1,distance,"{'leaf_size': 1, 'n_neighbors': 2, 'p': 1, 'weights': 'distance'}",0.6666666666666666,0.6587301587301587,0.6984126984126984,0.6111111111111112,0.6031746031746031,64.76190476190476,0.03570546628318091,5440
6,0.0,0.0,0.006249237060546875,0.0076537210533834535,1,2,2,uniform,"{'leaf_size': 1, 'n_neighbors': 2, 'p': 2, 'weights': 'uniform'}",0.6111111111111112,0.6428571428571429,0.6746031746031746,0.6349206349206349,0.5238095238095238,61.74603174603174,0.051041064097820714,5587
7,0.0,0.0,0.003127002716064453,0.006254005432128906,1,2,2,distance,"{'leaf_size': 1, 'n_neighbors': 2, 'p': 2, 'weights': 'distance'}",0.6507936507936508,0.6666666666666666,0.6825396825396826,0.6428571428571429,0.6031746031746031,64.92063492063492,0.026749681819607497,5244
8,0.0009849071502685547,0.000632551135520335,0.003399658203125,0.0018249246398905255,1,3,1,uniform,"{'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",0.6746031746031746,0.6825396825396826,0.7142857142857143,0.6190476190476191,0.6587301587301587,66.98412698412699,0.031185528102203968,2206
9,0.0011992454528808594,0.00040090187227455034,0.0010001659393310547,1.948625253839736e-06,1,3,1,distance,"{'leaf_size': 1, 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",0.6746031746031746,0.7063492063492064,0.753968253968254,0.6428571428571429,0.6507936507936508,68.57142857142857,0.04065475706306569,638
